12-04 16:38:51.938 [DEBUG] [          o.h.v.i.e.ValidatorFactoryImpl:578] - HV000234: Using org.hibernate.validator.messageinterpolation.ResourceBundleMessageInterpolator as ValidatorFactory-scoped message interpolator.
12-04 16:38:51.958 [DEBUG] [          o.h.v.i.e.ValidatorFactoryImpl:579] - HV000234: Using org.hibernate.validator.internal.engine.resolver.TraverseAllTraversableResolver as ValidatorFactory-scoped traversable resolver.
12-04 16:38:51.968 [DEBUG] [          o.h.v.i.e.ValidatorFactoryImpl:580] - HV000234: Using org.hibernate.validator.internal.util.ExecutableParameterNameProvider as ValidatorFactory-scoped parameter name provider.
12-04 16:38:51.958 [DEBUG] [.c.l.ClasspathLoggingApplicationListener: 53] - Application started with classpath: [file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/charsets.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/deploy.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/access-bridge-64.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/cldrdata.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/dnsns.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/jaccess.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/jfxrt.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/localedata.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/nashorn.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/sunec.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/sunjce_provider.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/sunmscapi.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/sunpkcs11.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/ext/zipfs.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/javaws.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/jce.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/jfr.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/jfxswt.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/jsse.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/management-agent.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/plugin.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/resources.jar, file:/C:/Program%20Files/Java/jdk1.8.0_162/jre/lib/rt.jar, file:/D:/JavaProject/appserver/target/classes/, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot-starter/2.1.0.RELEASE/spring-boot-starter-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot/2.1.0.RELEASE/spring-boot-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-context/5.1.2.RELEASE/spring-context-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/2.1.0.RELEASE/spring-boot-autoconfigure-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/javax/annotation/javax.annotation-api/1.3.2/javax.annotation-api-1.3.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-core/5.1.2.RELEASE/spring-core-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-jcl/5.1.2.RELEASE/spring-jcl-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/yaml/snakeyaml/1.23/snakeyaml-1.23.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot-starter-log4j2/2.1.0.RELEASE/spring-boot-starter-log4j2-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/logging/log4j/log4j-slf4j-impl/2.11.1/log4j-slf4j-impl-2.11.1.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/logging/log4j/log4j-api/2.11.1/log4j-api-2.11.1.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/logging/log4j/log4j-core/2.11.1/log4j-core-2.11.1.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/logging/log4j/log4j-jul/2.11.1/log4j-jul-2.11.1.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/slf4j/jul-to-slf4j/1.7.25/jul-to-slf4j-1.7.25.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot-starter-web/2.1.0.RELEASE/spring-boot-starter-web-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot-starter-json/2.1.0.RELEASE/spring-boot-starter-json-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.9.7/jackson-datatype-jdk8-2.9.7.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.9.7/jackson-datatype-jsr310-2.9.7.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.9.7/jackson-module-parameter-names-2.9.7.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/hibernate/validator/hibernate-validator/6.0.13.Final/hibernate-validator-6.0.13.Final.jar, file:/C:/Users/ChrisYoung/.m2/repository/javax/validation/validation-api/2.0.1.Final/validation-api-2.0.1.Final.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-web/5.1.2.RELEASE/spring-web-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-beans/5.1.2.RELEASE/spring-beans-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-webmvc/5.1.2.RELEASE/spring-webmvc-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-expression/5.1.2.RELEASE/spring-expression-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/2.1.0.RELEASE/spring-boot-starter-tomcat-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/9.0.12/tomcat-embed-core-9.0.12.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/9.0.12/tomcat-embed-el-9.0.12.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/9.0.12/tomcat-embed-websocket-9.0.12.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger2/2.2.2/springfox-swagger2-2.2.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/mapstruct/mapstruct/1.0.0.CR1/mapstruct-1.0.0.CR1.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/swagger/swagger-annotations/1.5.3/swagger-annotations-1.5.3.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/swagger/swagger-models/1.5.3/swagger-models-1.5.3.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.9.0/jackson-annotations-2.9.0.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spi/2.2.2/springfox-spi-2.2.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-core/2.2.2/springfox-core-2.2.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-schema/2.2.2/springfox-schema-2.2.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger-common/2.2.2/springfox-swagger-common-2.2.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-spring-web/2.2.2/springfox-spring-web-2.2.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/google/guava/guava/18.0/guava-18.0.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/fasterxml/classmate/1.4.0/classmate-1.4.0.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/slf4j/slf4j-api/1.7.25/slf4j-api-1.7.25.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/aspectj/aspectjrt/1.9.2/aspectjrt-1.9.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/aspectj/aspectjweaver/1.9.2/aspectjweaver-1.9.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/plugin/spring-plugin-core/1.2.0.RELEASE/spring-plugin-core-1.2.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/plugin/spring-plugin-metadata/1.2.0.RELEASE/spring-plugin-metadata-1.2.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/hateoas/spring-hateoas/0.25.0.RELEASE/spring-hateoas-0.25.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/springfox/springfox-swagger-ui/2.2.2/springfox-swagger-ui-2.2.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot-starter-jdbc/2.1.0.RELEASE/spring-boot-starter-jdbc-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/zaxxer/HikariCP/3.2.0/HikariCP-3.2.0.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-jdbc/5.1.2.RELEASE/spring-jdbc-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-tx/5.1.2.RELEASE/spring-tx-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/mybatis/spring/boot/mybatis-spring-boot-starter/1.3.2/mybatis-spring-boot-starter-1.3.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/mybatis/spring/boot/mybatis-spring-boot-autoconfigure/1.3.2/mybatis-spring-boot-autoconfigure-1.3.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/mybatis/mybatis/3.4.6/mybatis-3.4.6.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/mybatis/mybatis-spring/1.3.2/mybatis-spring-1.3.2.jar, file:/C:/Users/ChrisYoung/.m2/repository/mysql/mysql-connector-java/8.0.13/mysql-connector-java-8.0.13.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/alibaba/druid-spring-boot-starter/1.1.10/druid-spring-boot-starter-1.1.10.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/alibaba/druid/1.1.10/druid-1.1.10.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/aliyun/aliyun-java-sdk-core/4.0.6/aliyun-java-sdk-core-4.0.6.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/google/code/gson/gson/2.8.5/gson-2.8.5.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/httpcomponents/httpclient/4.5.6/httpclient-4.5.6.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/apache/httpcomponents/httpcore/4.4.10/httpcore-4.4.10.jar, file:/C:/Users/ChrisYoung/.m2/repository/commons-codec/commons-codec/1.11/commons-codec-1.11.jar, file:/C:/Users/ChrisYoung/.m2/repository/javax/xml/bind/jaxb-api/2.3.1/jaxb-api-2.3.1.jar, file:/C:/Users/ChrisYoung/.m2/repository/javax/activation/javax.activation-api/1.2.0/javax.activation-api-1.2.0.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/sun/xml/bind/jaxb-core/2.1.14/jaxb-core-2.1.14.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/sun/xml/bind/jaxb-impl/2.1/jaxb-impl-2.1.jar, file:/C:/Users/ChrisYoung/.m2/repository/javax/activation/activation/1.1.1/activation-1.1.1.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/aliyun/aliyun-java-sdk-dysmsapi/1.1.0/aliyun-java-sdk-dysmsapi-1.1.0.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/jsonwebtoken/jjwt-api/0.10.5/jjwt-api-0.10.5.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/jsonwebtoken/jjwt-impl/0.10.5/jjwt-impl-0.10.5.jar, file:/C:/Users/ChrisYoung/.m2/repository/io/jsonwebtoken/jjwt-jackson/0.10.5/jjwt-jackson-0.10.5.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.9.7/jackson-databind-2.9.7.jar, file:/C:/Users/ChrisYoung/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.9.7/jackson-core-2.9.7.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/boot/spring-boot-starter-security/2.1.0.RELEASE/spring-boot-starter-security-2.1.0.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/spring-aop/5.1.2.RELEASE/spring-aop-5.1.2.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/security/spring-security-config/5.1.1.RELEASE/spring-security-config-5.1.1.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/security/spring-security-core/5.1.1.RELEASE/spring-security-core-5.1.1.RELEASE.jar, file:/C:/Users/ChrisYoung/.m2/repository/org/springframework/security/spring-security-web/5.1.1.RELEASE/spring-security-web-5.1.1.RELEASE.jar, file:/E:/IntelliJ%20IDEA%202018.1/lib/idea_rt.jar]
12-04 16:38:51.968 [DEBUG] [          o.h.v.i.e.ValidatorFactoryImpl:581] - HV000234: Using org.hibernate.validator.internal.engine.DefaultClockProvider as ValidatorFactory-scoped clock provider.
12-04 16:38:51.968 [DEBUG] [          o.h.v.i.e.ValidatorFactoryImpl:582] - HV000234: Using org.hibernate.validator.internal.engine.scripting.DefaultScriptEvaluatorFactory as ValidatorFactory-scoped script evaluator factory.
12-04 16:38:52.048 [DEBUG] [              c.c.a.AppserverApplication: 53] - Running with Spring Boot v2.1.0.RELEASE, Spring v5.1.2.RELEASE
12-04 16:38:52.058 [DEBUG] [                 o.s.b.SpringApplication:703] - Loading source class com.chrisyoung.appserver.AppserverApplication
12-04 16:38:52.108 [DEBUG] [ o.s.b.c.c.ConfigFileApplicationListener:224] - Loaded config file 'file:/D:/JavaProject/appserver/target/classes/application.properties' (classpath:/application.properties)
12-04 16:38:52.108 [DEBUG] [ConfigServletWebServerApplicationContext:590] - Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@6a84a97d
12-04 16:38:52.137 [DEBUG] [    o.s.b.f.s.DefaultListableBeanFactory:213] - Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
